player_id,name,age,number,position,photo,team_name,team_id
158698,J. Quansah,22.0,26.0,Defender,https://media.api-sports.io/football/players/158698.png,England,10
19235,D. Spence,25.0,25.0,Defender,https://media.api-sports.io/football/players/19235.png,England,10
626,J. Stones,31.0,5.0,Defender,https://media.api-sports.io/football/players/626.png,England,10
138908,E. Anderson,23.0,8.0,Midfielder,https://media.api-sports.io/football/players/138908.png,England,10
129718,J. Bellingham,22.0,10.0,Midfielder,https://media.api-sports.io/football/players/129718.png,England,10
19586,E. Eze,27.0,21.0,Midfielder,https://media.api-sports.io/football/players/19586.png,England,10
292,J. Henderson,35.0,14.0,Midfielder,https://media.api-sports.io/football/players/292.png,England,10
284322,K. Mainoo,20.0,16.0,Midfielder,https://media.api-sports.io/football/players/284322.png,England,10
2937,D. Rice,26.0,4.0,Midfielder,https://media.api-sports.io/football/players/2937.png,England,10
19170,M. Rogers,23.0,17.0,Midfielder,https://media.api-sports.io/football/players/19170.png,England,10
138787,A. Gordon,24.0,18.0,Attacker,https://media.api-sports.io/football/players/138787.png,England,10
184,H. Kane,32.0,9.0,Attacker,https://media.api-sports.io/football/players/184.png,England,10
136723,N. Madueke,23.0,20.0,Attacker,https://media.api-sports.io/football/players/136723.png,England,10
909,M. Rashford,28.0,11.0,Midfielder,https://media.api-sports.io/football/players/909.png,England,10
1460,B. Saka,24.0,7.0,Attacker,https://media.api-sports.io/football/players/1460.png,England,10
19974,I. Toney,29.0,22.0,Attacker,https://media.api-sports.io/football/players/19974.png,England,10
19366,O. Watkins,30.0,19.0,Midfielder,https://media.api-sports.io/football/players/19366.png,England,10
182718,Joan García,24.0,13.0,Goalkeeper,https://media.api-sports.io/football/players/182718.png,Spain,9
19465,David Raya,30.0,1.0,Goalkeeper,https://media.api-sports.io/football/players/19465.png,Spain,9
47270,Unai Simón,28.0,23.0,Goalkeeper,https://media.api-sports.io/football/players/47270.png,Spain,9
396623,Pau Cubarsí Paredes,18.0,22.0,Defender,https://media.api-sports.io/football/players/396623.png,Spain,9
47380,Marc Cucurella,27.0,24.0,Defender,https://media.api-sports.io/football/players/47380.png,Spain,9
619,Eric García,24.0,4.0,Defender,https://media.api-sports.io/football/players/619.png,Spain,9
563,Álex Grimaldo,30.0,3.0,Defender,https://media.api-sports.io/football/players/563.png,Spain,9
622,Aymeric Laporte,31.0,14.0,Defender,https://media.api-sports.io/football/players/622.png,Spain,9
753,Marcos Llorente,30.0,5.0,Midfielder,https://media.api-sports.io/football/players/753.png,Spain,9
47519,Pedro Porro,26.0,12.0,Defender,https://media.api-sports.io/football/players/47519.png,Spain,9
295793,Marc Pubill,22.0,2.0,Defender,https://media.api-sports.io/football/players/295793.png,Spain,9
296667,Gavi,21.0,9.0,Midfielder,https://media.api-sports.io/football/players/296667.png,Spain,9
47311,Mikel Merino,29.0,6.0,Midfielder,https://media.api-sports.io/football/players/47311.png,Spain,9
